,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run,Region
118,805,Chinook,1954,NA,NA,NA,HG
119,806,Chinook,1954,NA,NA,NA,HG
120,807,Coho,1954,127065,44050,167931,HG
121,808,Coho,1954,98632,4900,130354,HG
122,809,Coho,1954,213048,25800,281567,HG
123,810,Pink (Even),1954,680033,NA,830474,HG
124,811,Pink (Even),1954,687252,406000,1004458,HG
125,812,Pink (Even),1954,665685,332900,1702861,HG
126,813,Pink (Odd),1954,NA,NA,NA,HG
127,814,Pink (Odd),1954,NA,NA,NA,HG
128,815,Pink (Odd),1954,NA,NA,NA,HG
129,816,River Sockeye,1954,NA,25,NA,HG
130,817,River Sockeye,1954,NA,NA,NA,HG
131,818,River Sockeye,1954,NA,NA,NA,HG
132,819,Lake Sockeye,1954,NA,NA,NA,HG
133,820,Lake Sockeye,1954,3000,1500,3750,HG
134,821,Lake Sockeye,1954,NA,750,NA,HG
135,822,Lake Sockeye,1954,NA,NA,NA,HG
136,823,Lake Sockeye,1954,15000,7500,18750,HG
137,824,Lake Sockeye,1954,NA,NA,NA,HG
138,825,Lake Sockeye,1954,800,400,1000,HG
139,826,Lake Sockeye,1954,70000,35000,87500,HG
140,827,Lake Sockeye,1954,NA,NA,NA,HG
141,800,Chum,1955,NA,NA,NA,HG
142,801,Chum,1955,33683,30400,77860,HG
143,802,Chum,1955,79301,22650,85983,HG
144,803,Chum,1955,29185,9675,46867,HG
145,804,Chum,1955,13656,7050,31566,HG
146,805,Chinook,1955,NA,NA,NA,HG
147,806,Chinook,1955,NA,NA,NA,HG
148,807,Coho,1955,44016,25060,58172,HG
149,808,Coho,1955,98632,1550,130354,HG
150,809,Coho,1955,213048,20450,281567,HG
151,810,Pink (Even),1955,NA,NA,NA,HG
152,811,Pink (Even),1955,NA,NA,NA,HG
153,812,Pink (Even),1955,NA,NA,NA,HG
154,813,Pink (Odd),1955,46770,23275,77985,HG
155,814,Pink (Odd),1955,NA,NA,NA,HG
156,815,Pink (Odd),1955,NA,775,NA,HG
157,816,River Sockeye,1955,NA,NA,NA,HG
158,817,River Sockeye,1955,NA,NA,NA,HG
159,818,River Sockeye,1955,NA,NA,NA,HG
160,819,Lake Sockeye,1955,NA,NA,NA,HG
161,820,Lake Sockeye,1955,NA,NA,NA,HG
162,821,Lake Sockeye,1955,NA,NA,NA,HG
163,822,Lake Sockeye,1955,NA,NA,NA,HG
164,823,Lake Sockeye,1955,NA,NA,NA,HG
165,824,Lake Sockeye,1955,NA,NA,NA,HG
166,825,Lake Sockeye,1955,800,400,1000,HG
167,826,Lake Sockeye,1955,15000,7500,18750,HG
168,827,Lake Sockeye,1955,NA,NA,NA,HG
169,800,Chum,1956,NA,NA,NA,HG
170,801,Chum,1956,90344,66925,117094,HG
171,802,Chum,1956,30209,3700,47583,HG
172,803,Chum,1956,68102,17400,146502,HG
173,804,Chum,1956,74573,45375,96654,HG
174,805,Chinook,1956,NA,750,NA,HG
175,806,Chinook,1956,NA,NA,NA,HG
176,807,Coho,1956,51283,23650,67776,HG
177,808,Coho,1956,NA,425,NA,HG
178,809,Coho,1956,213048,22700,281567,HG
179,810,Pink (Even),1956,724076,NA,870934,HG
180,811,Pink (Even),1956,461253,261600,615093,HG
181,812,Pink (Even),1956,277518,116600,361543,HG
182,813,Pink (Odd),1956,NA,NA,NA,HG
183,814,Pink (Odd),1956,NA,NA,NA,HG
184,815,Pink (Odd),1956,NA,NA,NA,HG
185,816,River Sockeye,1956,NA,NA,NA,HG
186,817,River Sockeye,1956,NA,NA,NA,HG
187,818,River Sockeye,1956,NA,NA,NA,HG
188,819,Lake Sockeye,1956,NA,NA,NA,HG
189,820,Lake Sockeye,1956,NA,NA,NA,HG
190,821,Lake Sockeye,1956,NA,200,NA,HG
191,822,Lake Sockeye,1956,NA,NA,NA,HG
192,823,Lake Sockeye,1956,7000,3500,8750,HG
193,824,Lake Sockeye,1956,NA,NA,NA,HG
194,825,Lake Sockeye,1956,7000,3500,8750,HG
195,826,Lake Sockeye,1956,30000,15000,37500,HG
196,827,Lake Sockeye,1956,NA,NA,NA,HG
197,800,Chum,1957,300,200,375,HG
198,801,Chum,1957,166953,113950,183891,HG
199,802,Chum,1957,224835,146575,281304,HG
200,803,Chum,1957,289194,115150,294701,HG
201,804,Chum,1957,111917,56600,123272,HG
202,805,Chinook,1957,NA,1500,NA,HG
203,806,Chinook,1957,NA,NA,NA,HG
204,807,Coho,1957,42147,30950,55703,HG
205,808,Coho,1957,98632,10600,130354,HG
206,809,Coho,1957,213048,28950,281567,HG
207,810,Pink (Even),1957,NA,NA,NA,HG
208,811,Pink (Even),1957,NA,NA,NA,HG
209,812,Pink (Even),1957,NA,NA,NA,HG
210,813,Pink (Odd),1957,88675,46275,244237,HG
211,814,Pink (Odd),1957,NA,18500,NA,HG
212,815,Pink (Odd),1957,NA,1600,NA,HG
213,816,River Sockeye,1957,NA,NA,NA,HG
214,817,River Sockeye,1957,NA,NA,NA,HG
215,818,River Sockeye,1957,NA,NA,NA,HG
216,819,Lake Sockeye,1957,NA,400,NA,HG
217,820,Lake Sockeye,1957,800,400,1000,HG
218,821,Lake Sockeye,1957,NA,NA,NA,HG
219,822,Lake Sockeye,1957,NA,NA,NA,HG
220,823,Lake Sockeye,1957,3000,1500,3750,HG
221,824,Lake Sockeye,1957,NA,NA,NA,HG
222,825,Lake Sockeye,1957,NA,NA,NA,HG
223,826,Lake Sockeye,1957,70000,35000,87500,HG
224,827,Lake Sockeye,1957,1500,750,1875,HG
225,800,Chum,1958,300,200,374,HG
226,801,Chum,1958,209783,141850,222703,HG
227,802,Chum,1958,35508,23300,44314,HG
228,803,Chum,1958,119061,61475,125448,HG
229,804,Chum,1958,78513,43225,83348,HG
230,805,Chinook,1958,NA,NA,NA,HG
231,806,Chinook,1958,NA,NA,NA,HG
232,807,Coho,1958,46715,33925,61739,HG
233,808,Coho,1958,NA,1975,NA,HG
234,809,Coho,1958,213048,20175,281567,HG
235,810,Pink (Even),1958,643036,NA,1193728,HG
236,811,Pink (Even),1958,522613,311400,946885,HG
237,812,Pink (Even),1958,299582,131625,486272,HG
238,813,Pink (Odd),1958,NA,NA,NA,HG
239,814,Pink (Odd),1958,NA,NA,NA,HG
240,815,Pink (Odd),1958,NA,NA,NA,HG
241,816,River Sockeye,1958,NA,NA,NA,HG
242,817,River Sockeye,1958,NA,NA,NA,HG
243,818,River Sockeye,1958,NA,75,NA,HG
244,819,Lake Sockeye,1958,NA,750,NA,HG
245,820,Lake Sockeye,1958,NA,NA,NA,HG
246,821,Lake Sockeye,1958,NA,NA,NA,HG
247,822,Lake Sockeye,1958,NA,NA,NA,HG
248,823,Lake Sockeye,1958,70000,35000,87500,HG
249,824,Lake Sockeye,1958,NA,NA,NA,HG
250,825,Lake Sockeye,1958,15000,7500,18750,HG
251,826,Lake Sockeye,1958,30000,15000,37500,HG
252,827,Lake Sockeye,1958,7000,3500,8750,HG
253,800,Chum,1959,NA,NA,NA,HG
254,801,Chum,1959,28897,14525,28909,HG
255,802,Chum,1959,28686,18525,30625,HG
256,803,Chum,1959,26837,10829,32361,HG
257,804,Chum,1959,45922,23743,45941,HG
258,805,Chinook,1959,NA,3500,NA,HG
259,806,Chinook,1959,NA,NA,NA,HG
260,807,Coho,1959,8524,44675,11265,HG
261,808,Coho,1959,NA,785,NA,HG
262,809,Coho,1959,71016,25200,93856,HG
263,810,Pink (Even),1959,NA,NA,NA,HG
264,811,Pink (Even),1959,NA,NA,NA,HG
265,812,Pink (Even),1959,NA,NA,NA,HG
266,813,Pink (Odd),1959,284212,142275,289977,HG
267,814,Pink (Odd),1959,NA,18000,NA,HG
268,815,Pink (Odd),1959,NA,8245,NA,HG
269,816,River Sockeye,1959,NA,200,NA,HG
270,817,River Sockeye,1959,NA,NA,NA,HG
271,818,River Sockeye,1959,NA,NA,NA,HG
272,819,Lake Sockeye,1959,NA,750,NA,HG
273,820,Lake Sockeye,1959,1500,750,1875,HG
274,821,Lake Sockeye,1959,NA,NA,NA,HG
275,822,Lake Sockeye,1959,NA,NA,NA,HG
276,823,Lake Sockeye,1959,7000,3500,8750,HG
277,824,Lake Sockeye,1959,NA,NA,NA,HG
278,825,Lake Sockeye,1959,10000,5000,12500,HG
279,826,Lake Sockeye,1959,NA,NA,NA,HG
280,827,Lake Sockeye,1959,15000,7500,18750,HG
281,800,Chum,1960,300,200,325,HG
282,801,Chum,1960,267299,170975,270307,HG
283,802,Chum,1960,21965,14925,23802,HG
284,803,Chum,1960,47338,21957,48041,HG
285,804,Chum,1960,54051,22943,54659,HG
286,805,Chinook,1960,NA,750,NA,HG
287,806,Chinook,1960,NA,NA,NA,HG
288,807,Coho,1960,47408,37497,62655,HG
289,808,Coho,1960,NA,6000,NA,HG
290,809,Coho,1960,284064,34175,375423,HG
291,810,Pink (Even),1960,126966,NA,167077,HG
292,811,Pink (Even),1960,620639,369195,816594,HG
293,812,Pink (Even),1960,170774,149730,335682,HG
294,813,Pink (Odd),1960,NA,NA,NA,HG
295,814,Pink (Odd),1960,NA,NA,NA,HG
296,815,Pink (Odd),1960,NA,NA,NA,HG
297,816,River Sockeye,1960,NA,200,NA,HG
298,817,River Sockeye,1960,NA,NA,NA,HG
299,818,River Sockeye,1960,NA,750,NA,HG
300,819,Lake Sockeye,1960,NA,1500,NA,HG
301,820,Lake Sockeye,1960,NA,NA,NA,HG
302,821,Lake Sockeye,1960,NA,300,NA,HG
303,822,Lake Sockeye,1960,NA,NA,NA,HG
304,823,Lake Sockeye,1960,7000,3500,8750,HG
305,824,Lake Sockeye,1960,NA,NA,NA,HG
306,825,Lake Sockeye,1960,12000,6000,15000,HG
307,826,Lake Sockeye,1960,30000,15000,37500,HG
308,827,Lake Sockeye,1960,15000,7500,18750,HG
309,800,Chum,1961,38,25,38,HG
310,801,Chum,1961,255755,161600,314417,HG
311,802,Chum,1961,39386,26000,40205,HG
312,803,Chum,1961,157069,77175,160319,HG
313,804,Chum,1961,55749,33075,68537,HG
314,805,Chinook,1961,NA,3500,NA,HG
315,806,Chinook,1961,NA,NA,NA,HG
316,807,Coho,1961,69105,44500,91330,HG
317,808,Coho,1961,NA,4420,NA,HG
318,809,Coho,1961,852192,87150,1126270,HG
319,810,Pink (Even),1961,NA,NA,NA,HG
320,811,Pink (Even),1961,NA,NA,NA,HG
321,812,Pink (Even),1961,NA,NA,NA,HG
322,813,Pink (Odd),1961,53849,42325,68545,HG
323,814,Pink (Odd),1961,NA,20000,NA,HG
324,815,Pink (Odd),1961,NA,8050,NA,HG
325,816,River Sockeye,1961,NA,75,NA,HG
326,817,River Sockeye,1961,NA,NA,NA,HG
327,818,River Sockeye,1961,NA,100,NA,HG
328,819,Lake Sockeye,1961,NA,750,NA,HG
329,820,Lake Sockeye,1961,800,400,1000,HG
330,821,Lake Sockeye,1961,NA,500,NA,HG
331,822,Lake Sockeye,1961,NA,NA,NA,HG
332,823,Lake Sockeye,1961,15000,7500,18750,HG
333,824,Lake Sockeye,1961,NA,NA,NA,HG
334,825,Lake Sockeye,1961,10000,5000,12500,HG
335,826,Lake Sockeye,1961,30000,15000,37500,HG
336,827,Lake Sockeye,1961,7000,3500,8750,HG
337,800,Chum,1962,112,75,128,HG
338,801,Chum,1962,417344,269825,519089,HG
339,802,Chum,1962,21965,14500,24934,HG
340,803,Chum,1962,104028,55225,105209,HG
341,804,Chum,1962,48311,30475,60089,HG
342,805,Chinook,1962,NA,1500,NA,HG
343,806,Chinook,1962,NA,NA,NA,HG
344,807,Coho,1962,86063,48325,113742,HG
345,808,Coho,1962,NA,1425,NA,HG
346,809,Coho,1962,106524,43500,140784,HG
347,810,Pink (Even),1962,219796,NA,339237,HG
348,811,Pink (Even),1962,1069697,676625,1913163,HG
349,812,Pink (Even),1962,289963,98675,290024,HG
350,813,Pink (Odd),1962,NA,NA,NA,HG
351,814,Pink (Odd),1962,NA,NA,NA,HG
352,815,Pink (Odd),1962,NA,NA,NA,HG
353,816,River Sockeye,1962,NA,NA,NA,HG
354,817,River Sockeye,1962,NA,NA,NA,HG
355,818,River Sockeye,1962,NA,100,NA,HG
356,819,Lake Sockeye,1962,NA,3500,NA,HG
357,820,Lake Sockeye,1962,3000,1500,3750,HG
358,821,Lake Sockeye,1962,NA,400,NA,HG
359,822,Lake Sockeye,1962,NA,NA,NA,HG
360,823,Lake Sockeye,1962,30000,15000,37500,HG
361,824,Lake Sockeye,1962,NA,NA,NA,HG
362,825,Lake Sockeye,1962,7000,3500,8750,HG
363,826,Lake Sockeye,1962,70000,35000,87500,HG
364,827,Lake Sockeye,1962,30000,15000,37500,HG
365,800,Chum,1963,NA,NA,NA,HG
366,801,Chum,1963,372507,262508,500412,HG
367,802,Chum,1963,15906,10700,20052,HG
368,803,Chum,1963,157324,60675,157431,HG
369,804,Chum,1963,66778,29200,89708,HG
370,805,Chinook,1963,NA,NA,NA,HG
371,806,Chinook,1963,NA,NA,NA,HG
372,807,Coho,1963,144145,51654,185092,HG
373,808,Coho,1963,NA,1165,NA,HG
374,809,Coho,1963,106524,20075,136784,HG
375,810,Pink (Even),1963,NA,NA,NA,HG
376,811,Pink (Even),1963,NA,NA,NA,HG
377,812,Pink (Even),1963,NA,NA,NA,HG
378,813,Pink (Odd),1963,119833,115000,119837,HG
379,814,Pink (Odd),1963,NA,18575,NA,HG
380,815,Pink (Odd),1963,NA,4100,NA,HG
381,816,River Sockeye,1963,NA,NA,NA,HG
382,817,River Sockeye,1963,NA,NA,NA,HG
383,818,River Sockeye,1963,NA,NA,NA,HG
384,819,Lake Sockeye,1963,NA,1500,NA,HG
385,820,Lake Sockeye,1963,1500,750,1875,HG
386,821,Lake Sockeye,1963,NA,200,NA,HG
387,822,Lake Sockeye,1963,NA,NA,NA,HG
388,823,Lake Sockeye,1963,7000,3500,8750,HG
389,824,Lake Sockeye,1963,NA,NA,NA,HG
390,825,Lake Sockeye,1963,15000,7500,18750,HG
391,826,Lake Sockeye,1963,60000,30000,75000,HG
392,827,Lake Sockeye,1963,15000,7500,18750,HG
393,800,Chum,1964,2250,1500,2463,HG
394,801,Chum,1964,334432,258380,671360,HG
395,802,Chum,1964,141637,93525,155038,HG
396,803,Chum,1964,380190,186425,580502,HG
397,804,Chum,1964,285842,205000,573817,HG
398,805,Chinook,1964,NA,7500,NA,HG
399,806,Chinook,1964,NA,NA,NA,HG
400,807,Coho,1964,363340,93490,503762,HG
401,808,Coho,1964,98632,10500,136751,HG
402,809,Coho,1964,497112,95700,689233,HG
403,810,Pink (Even),1964,640373,NA,870420,HG
404,811,Pink (Even),1964,202639,138795,240287,HG
405,812,Pink (Even),1964,144355,54625,145755,HG
406,813,Pink (Odd),1964,NA,NA,NA,HG
407,814,Pink (Odd),1964,NA,NA,NA,HG
408,815,Pink (Odd),1964,NA,NA,NA,HG
409,816,River Sockeye,1964,NA,NA,NA,HG
410,817,River Sockeye,1964,NA,NA,NA,HG
411,818,River Sockeye,1964,NA,NA,NA,HG
412,819,Lake Sockeye,1964,NA,1500,NA,HG
413,820,Lake Sockeye,1964,3000,1500,3750,HG
414,821,Lake Sockeye,1964,NA,1500,NA,HG
415,822,Lake Sockeye,1964,NA,NA,NA,HG
416,823,Lake Sockeye,1964,15000,7500,18750,HG
417,824,Lake Sockeye,1964,NA,NA,NA,HG
418,825,Lake Sockeye,1964,3000,1500,3750,HG
419,826,Lake Sockeye,1964,30000,15000,37500,HG
420,827,Lake Sockeye,1964,30000,15000,37500,HG
421,800,Chum,1965,2250,1500,2342,HG
422,801,Chum,1965,237479,164500,288075,HG
423,802,Chum,1965,242487,160100,252412,HG
424,803,Chum,1965,70250,41825,145252,HG
425,804,Chum,1965,152822,74900,185381,HG
426,805,Chinook,1965,NA,15000,NA,HG
427,806,Chinook,1965,NA,NA,NA,HG
428,807,Coho,1965,186540,54465,236840,HG
429,808,Coho,1965,55830,4390,70884,HG
430,809,Coho,1965,156235,88850,198363,HG
431,810,Pink (Even),1965,NA,NA,NA,HG
432,811,Pink (Even),1965,NA,NA,NA,HG
433,812,Pink (Even),1965,NA,NA,NA,HG
434,813,Pink (Odd),1965,49771,45700,49966,HG
435,814,Pink (Odd),1965,NA,33950,NA,HG
436,815,Pink (Odd),1965,NA,35475,NA,HG
437,816,River Sockeye,1965,NA,NA,NA,HG
438,817,River Sockeye,1965,NA,NA,NA,HG
439,818,River Sockeye,1965,NA,25,NA,HG
440,819,Lake Sockeye,1965,NA,750,NA,HG
441,820,Lake Sockeye,1965,800,400,1000,HG
442,821,Lake Sockeye,1965,NA,1500,NA,HG
443,822,Lake Sockeye,1965,NA,75,NA,HG
444,823,Lake Sockeye,1965,3000,1500,3750,HG
445,824,Lake Sockeye,1965,NA,NA,NA,HG
446,825,Lake Sockeye,1965,15000,7500,18750,HG
447,826,Lake Sockeye,1965,40000,20000,50000,HG
448,827,Lake Sockeye,1965,15000,7500,18750,HG
449,800,Chum,1966,300,200,345,HG
450,801,Chum,1966,470797,336575,592319,HG
451,802,Chum,1966,141637,93750,162766,HG
452,803,Chum,1966,188668,96450,233132,HG
453,804,Chum,1966,116060,70025,146017,HG
454,805,Chinook,1966,NA,7500,NA,HG
455,806,Chinook,1966,NA,NA,NA,HG
456,807,Coho,1966,217589,108400,294456,HG
457,808,Coho,1966,104680,16575,141661,HG
458,809,Coho,1966,213048,31525,288311,HG
459,810,Pink (Even),1966,1672758,NA,2959786,HG
460,811,Pink (Even),1966,760785,501475,1036137,HG
461,812,Pink (Even),1966,432438,222775,631314,HG
462,813,Pink (Odd),1966,NA,NA,NA,HG
463,814,Pink (Odd),1966,NA,NA,NA,HG
464,815,Pink (Odd),1966,NA,NA,NA,HG
465,816,River Sockeye,1966,NA,NA,NA,HG
466,817,River Sockeye,1966,NA,NA,NA,HG
467,818,River Sockeye,1966,NA,25,NA,HG
468,819,Lake Sockeye,1966,NA,750,NA,HG
469,820,Lake Sockeye,1966,800,400,1000,HG
470,821,Lake Sockeye,1966,NA,1500,NA,HG
471,822,Lake Sockeye,1966,NA,NA,NA,HG
472,823,Lake Sockeye,1966,1500,750,1875,HG
473,824,Lake Sockeye,1966,NA,NA,NA,HG
474,825,Lake Sockeye,1966,15000,7500,18750,HG
475,826,Lake Sockeye,1966,50000,25000,62500,HG
476,827,Lake Sockeye,1966,7000,3500,8750,HG
477,800,Chum,1967,112,75,170,HG
478,801,Chum,1967,345819,232650,692112,HG
479,802,Chum,1967,47717,31500,71928,HG
480,803,Chum,1967,150858,85056,182845,HG
481,804,Chum,1967,97105,61900,194344,HG
482,805,Chinook,1967,NA,1500,NA,HG
483,806,Chinook,1967,NA,NA,NA,HG
484,807,Coho,1967,91769,48575,115864,HG
485,808,Coho,1967,81589,6707,103011,HG
486,809,Coho,1967,284064,44125,358646,HG
487,810,Pink (Even),1967,NA,NA,NA,HG
488,811,Pink (Even),1967,NA,NA,NA,HG
489,812,Pink (Even),1967,NA,NA,NA,HG
490,813,Pink (Odd),1967,112249,71950,115287,HG
491,814,Pink (Odd),1967,NA,150,NA,HG
492,815,Pink (Odd),1967,NA,6000,NA,HG
493,816,River Sockeye,1967,NA,NA,NA,HG
494,817,River Sockeye,1967,NA,NA,NA,HG
495,818,River Sockeye,1967,NA,25,NA,HG
496,819,Lake Sockeye,1967,NA,400,NA,HG
497,820,Lake Sockeye,1967,400,200,500,HG
498,821,Lake Sockeye,1967,NA,800,NA,HG
499,822,Lake Sockeye,1967,NA,NA,NA,HG
500,823,Lake Sockeye,1967,800,400,1000,HG
501,824,Lake Sockeye,1967,30000,15000,37500,HG
502,825,Lake Sockeye,1967,14000,7000,17500,HG
503,826,Lake Sockeye,1967,24000,12000,30000,HG
504,827,Lake Sockeye,1967,15000,7500,18750,HG
505,800,Chum,1968,NA,NA,NA,HG
506,801,Chum,1968,232942,181700,538686,HG
507,802,Chum,1968,56806,37500,81103,HG
508,803,Chum,1968,160294,99641,215605,HG
509,804,Chum,1968,248744,155300,575229,HG
510,805,Chinook,1968,NA,1500,NA,HG
511,806,Chinook,1968,NA,1,NA,HG
512,807,Coho,1968,92600,35900,125312,HG
513,808,Coho,1968,70325,4455,95169,HG
514,809,Coho,1968,106524,18000,144156,HG
515,810,Pink (Even),1968,2040700,NA,2869152,HG
516,811,Pink (Even),1968,1202773,769323,1687290,HG
517,812,Pink (Even),1968,269391,148790,487755,HG
518,813,Pink (Odd),1968,NA,NA,NA,HG
519,814,Pink (Odd),1968,NA,NA,NA,HG
520,815,Pink (Odd),1968,NA,NA,NA,HG
521,816,River Sockeye,1968,NA,NA,NA,HG
522,817,River Sockeye,1968,NA,NA,NA,HG
523,818,River Sockeye,1968,NA,750,NA,HG
524,819,Lake Sockeye,1968,NA,750,NA,HG
525,820,Lake Sockeye,1968,800,400,1000,HG
526,821,Lake Sockeye,1968,NA,1500,NA,HG
527,822,Lake Sockeye,1968,NA,NA,NA,HG
528,823,Lake Sockeye,1968,7000,3500,8750,HG
529,824,Lake Sockeye,1968,15000,7500,18750,HG
530,825,Lake Sockeye,1968,14000,7000,17500,HG
531,826,Lake Sockeye,1968,70000,35000,87500,HG
532,827,Lake Sockeye,1968,30000,15000,37500,HG
533,800,Chum,1969,NA,NA,NA,HG
534,801,Chum,1969,274504,170500,318417,HG
535,802,Chum,1969,68168,45000,103949,HG
536,803,Chum,1969,113156,65350,159057,HG
537,804,Chum,1969,72576,41300,84185,HG
538,805,Chinook,1969,NA,1500,NA,HG
539,806,Chinook,1969,NA,NA,NA,HG
540,807,Coho,1969,155302,76375,199419,HG
541,808,Coho,1969,54893,4160,70486,HG
542,809,Coho,1969,106524,15475,136784,HG
543,810,Pink (Even),1969,NA,NA,NA,HG
544,811,Pink (Even),1969,NA,NA,NA,HG
